68037.5,-21123.4,56619.8,59688,82329.5,-60489.7,-32955.4,53645.9,-44445.1,10794,-4520.59,25774.2,-27043.1,2680.18,90445.9,83239,27142.3,43459.4,-71679.5,21393.8,-96739.9,-51422.6,-72553.7,60835.4,-68664.2,-19811.1,-74041.9,-78238.2,99784.9,-56348.6,2586.48,67822.4,22528,-40793.7,27510.5,4857.44,-1283.4,94555,-41496.6,54271.5,5349,53982.8,-19954.3,78305.9,-43337.1,-29508.3,61544.9,83805.3,-86048.9,89865.4,5199.07,-82788.8,-61557.2,32645.4,78046.5,-30221.4,-87165.7,-95995.4,-8459.65,-87380.8,-52344,94126.8,80441.6,70184,-46666.9,7952.07,-24958.6,52049.7,2507.07,33544.8,6321.29,-92143.9,-12472.5,86367,86162,44190.5,-43141.3,47706.9,27995.8,-29190.3,37572.3,-66805.2,-11979.1,76015,65840.2,-33932.6,-54206.4,78674.5,-29928,37334,91293.7,17728,31460.8,71735.3,-12088,84794,-20312.7,62953.4,36843.7,82194.4,
-3501.87,-56835,90050.5,84025.7,-70468,76212.4,28216.1,-13609.3,23919.3,-43788.1,57200.4,-38508.4,-10593.3,-54778.7,-62493.4,-44753.1,11288.8,-16699.7,-66078.6,81360.8,-79365.8,-74784.9,-911.187,52095,96950.3,87000.8,36889,-23362.3,49954.2,-26267.3,-41167.9,-53547.7,16897.7,-51117.5,-69522,46429.7,-74905,58694.1,-67179.6,49014.3,-85094,90020.8,-89494.1,4312.68,-64757.9,-51987.5,59559.6,46530.9,31312.7,93481,27891.7,51947,-81303.9,-73019.5,4042.01,-84353.6,-86018.7,-59069,-7715.91,63935.5,14663.7,51116.2,-89612.2,-68438.6,99998.7,-59134.3,77991.1,-74906.3,99559.8,-89188.5,74108,-85534.2,-99167.7,84613.8,18778.4,-63925.5,-67373.7,-21662,82605.3,63939,-28180.9,10497,15886,-9484.83,37477.5,-80072,6161.6,51458.8,-39141,98445.7,15394.2,75522.8,49561.9,25782,-92915.8,49560.6,66647.7,85075.3,74654.3,66207.5,
95886.8,48762.2,80673.3,96719.1,33376.1,-548.296,-67206.4,66002.4,77789.8,-84601.1,29941.4,-50391.2,25895.9,-54172.6,40124,-36626.6,-34244.6,-53714.4,-85167.8,26614.4,-55268.7,30226.4,2137.19,94293.1,-43991.6,9221.38,43853.7,-77343.9,-5703.31,18508,88863.6,-9816.49,-32729.8,69536.9,-13097.3,-99353.7,-31011.4,19696.3,66648.7,-53221.7,35095.2,-3409.94,-3612.84,-39008.9,42417.5,-63488.8,24364.6,-91827.1,-17203.3,39196.8,34787.3,27528,-30576.8,-63075.5,21821.2,25431.6,46145.9,-34325.1,48087.7,-59557.4,84182.9,36951.3,30626.1,-48546.9,6488.19,-82471.3,-47900.6,75476.8,37225,-81252,-77744.9,-27679.8,15338.1,18642.3,33311.3,-42244.4,55153.4,-42324.1,-34071.6,-62049.8,96872.6,-99284.3,65478.2,-33704.2,-62359.8,-12700.6,91727.4,83786.1,52974.3,39815.1,-75771.4,37157.2,-23233.6,54854.7,88610.3,83254.6,72383.4,-59290.4,58731.4,9608.41,
-40542.3,80986.5,81928.6,74795.8,-371.215,15239.9,-67448.7,-45217.8,72915.8,-1520.24,-7267.57,69788.4,-804.521,-41789.3,-63915.8,36835.7,45510.1,-72188.4,20621.8,-1515.66,67626.7,44850.4,-64358.5,-55606.9,-294.904,-75748.2,-72352.3,-27911.5,-35038.6,86379.1,81696.9,24419.1,67365.6,63625.5,-785.116,-33005.7,-21134.6,31766.2,21776.6,-48218.8,-69754,-85491,-78430.3,29441.5,-27280.3,-42346.1,-33722.8,-81770.3,-14534.5,86898.9,16714.1,-46907.7,31749.3,52355.6,-2514.63,-68545.6,76607.3,25133.1,3542.94,-58431.3,11512.1,-14760.1,65987.8,-21122.3,-51134.6,-34797.3,45872,27730.8,96968.9,-32351.4,79512.1,-72785.1,-17842.4,-98918.3,56656.4,54877.2,-41264.4,-77066.4,73107,44201.2,-90167.5,-10179,97293.4,41581.8,-57823.4,-5221.2,73036.2,-81216.1,-80088.1,-23420.8,-39647.4,31424,61819.1,-73659.6,-89698.3,-89315.5,-8456.88,56173.7,38415.3,-11488,
-76177.7,17927.3,15727,5979.84,19009.1,-27616.6,-39142.9,77744.7,-4683.07,-66035.9,21945.8,5149.42,23785.1,19239.2,-53268.8,65961.7,-85982,-80232.5,84745.6,-66070.1,-3653.33,-54901.8,65353.9,-41834.3,-28561.4,75655.5,-31149.8,62981.7,31829.2,-92734.5,-48506.2,55651.5,25192.8,67220.7,-38368.7,-55798.1,-60395.9,22488.4,-78053.5,34921,56452.5,43892.4,-59929.5,-19762.5,-36868.4,-13198.3,-53800.8,-22850.4,6569.2,-69055.2,11079.5,-97084.1,-23957.1,-23566.6,-38918.4,47481.5,-47911,29931.8,10463.3,83918.2,37197.3,61957.1,39569.6,-37609.9,29177.8,-98799,6591.97,68781.9,23689.4,28538.5,3702.98,-19858.2,-27569.1,43773.4,60379.3,35562.5,-69424.8,-93421.5,-87287.9,37144.4,-62476.7,23791.7,40060.2,13566.2,-99774.9,-98858.2,-38952.2,-47685.9,31073.6,71511,-63767.8,-31729.1,33468.1,75801.9,30661,-37354.1,77002.8,-62747,-68572.2,692.197,
65791.5,35130.8,80834,-61777.7,-21095.7,41213.3,73784.8,9479.42,47791.9,86496.9,-53376.2,85315.2,10288.6,86684,-1118.62,10513.7,87825.8,59929.1,62827.7,18899.5,31440.2,99060,87170.3,-35091.7,74861.9,17831.3,27554.2,51864.7,55084.3,58982,-47443.1,20875.8,-5887.16,-66609.1,59098.1,73017.1,74604.3,32882.9,-17503.5,22396.1,19379.8,29120.3,7711.3,-70331.6,15804.3,-93407.3,40182.1,3630.13,66521.8,3009.82,-77470.4,-2038,2069.81,-90300.1,62870.3,-23068.3,27531.3,-9575.52,-71203.6,-17384.4,-50593.5,-18646.7,-96508.7,43519.3,14744.2,62589.4,16536.5,-10651.5,-4527.72,99033,-88255.4,-85147.9,28153.3,19456,-55479.5,-56042.4,26048.6,84702.5,47587.7,-7429.55,-12287.6,70117.3,90532.5,89782.2,79817.2,53402.7,-33286.2,7348.5,-56172.8,-4489.75,89964.1,-6766.28,76863.6,93455.4,-63246.9,-8392.2,56044.8,53289.5,80956.3,-48482.9,
52322.5,92701,-33630.8,-19524.2,12156.9,10889.6,24433.3,-61794.5,-4407.82,-27979,30776,83304.5,-57861.7,21308.4,73086.7,-78044.5,-25288.8,-60199.5,29304,18538.4,35310.8,19268.1,-88227.9,12174.4,12723.5,-51474.8,-96217.8,-31231.7,-98185.3,84738.5,20285.3,54137.2,77439.4,86654.5,-65387.1,-10403.7,-2455.86,59046.3,27801.8,93136.3,-68932.7,-41422.2,76440.9,-26794.4,79886.3,49527.6,-4838.87,-45402.6,89328.1,-75534.8,73135.8,24638.9,43733.3,84907.9,-63186.8,-43543.2,-66566.9,-59404.6,25225,-64752.2,-74666.2,-54489.6,89384.9,-97226.7,-67835.1,-76002.1,-7630.44,29709,83044.1,-79828.6,22845.3,-85888.6,-21250.8,-713.807,-12683,-41364.5,-51186.3,82478.1,13232.9,-61858.2,-93056.7,-13631.3,62780.7,50676.5,-28723.4,99594,-92866.7,4709.68,-59810.6,32358.3,39957.4,-34476.8,77868.7,29342.4,-31703.5,-89966.4,53340.2,60666,39742.6,36384.3,
80837.4,-37412.1,50495.7,-40413.4,61874.1,-62187.3,18222.1,-89312.1,-79709.2,-68545,-51170.3,-72765.9,17823.7,-88389.5,77910.6,89100.3,-88795.6,85043.9,-6190,-48606.2,17402.2,-66232.6,16917,-4729.07,63109.8,85213.5,5304.51,16450,45879.5,-54952.9,-47165.6,26717,7635.06,-96669.9,86303.6,-30490.8,-58857.2,4525.73,-19802.9,-38566.3,35980.8,29026.8,-11332.2,-46195.5,40637.2,-33421.6,-57095.2,51841.7,-48377.7,36714.8,-96764.5,69024.6,70482.2,20152.5,-35704.5,33592,5366.04,69600,-49957.9,-48754.4,-85352.9,2876.44,77962.5,22282.2,6206.55,64266.2,91791.4,47349.4,-31208.1,-28011.6,-91216.9,-95227.4,-98984.8,-2549.17,-41422.9,41652.5,64029.2,1481.91,-6505.83,-84348.4,-61803.3,-3270.33,84676.2,-91321.1,-83117.8,-51028.3,42271,22248.2,-81428.3,92313,73493.8,-66781.2,-4810.53,51456.4,55501,-98604,15722.5,47292.4,48745.4,84514.4,
-80719.2,57528.5,89287,-79703.9,-45020.7,-52135.8,61948.6,-80991.5,49346.1,-44557.3,-65339.9,87542.8,52172.4,-80663.7,96221.7,69054.6,-31692.1,38492.7,-8697.16,-13120.4,30805.7,-35203.4,20098.4,-74004.8,-83747,-24400.6,-72608.8,31975.5,-77108.2,76136.6,16489.9,-57827.4,33665.1,5776.97,-37531.3,88644.4,53641.1,-75582.8,-92347,2987.19,-20140,-57686.9,-9470.03,-67967.6,-38350.6,-13248.3,-98913,29957.3,-74755.6,-7610.19,-83163.1,56050.1,57186.5,36935.4,82045.3,73439.5,-87465.2,-90563.5,5414.99,-64573.4,85573.2,-78095.1,-22400.8,19238.3,27681.9,40067.9,7882.68,-18677,64485.2,15535.7,84310.2,-55654.8,57848.7,-25159.8,-23622.5,-80501.9,61591.9,-22535.5,49455.4,86836.2,69854.3,66292.4,42886.3,27040.8,3227.71,24931.6,480.253,15762.5,34368.2,-94104.8,51189.1,19941.3,-72199.8,-71211.7,-60820.4,55482,68856.2,47062.3,-63194.9,33341.4,
-37402.1,-78884.7,77686.6,-79553.3,-4044.57,-45935.9,-60055.2,-42452.7,31528.6,89400.2,-55616.5,1382.93,55692.5,87269.8,-71576.3,-41079.7,12201.5,28904,74682.8,-53430.4,34799.2,25871.9,66510.9,62599.4,54660.2,-94309.5,18081.4,23516.4,52752.8,54886.5,-43142.1,-84649.3,76001.7,-65455.6,-64202.7,-28042.8,-11391.5,-24257.9,29504.4,-79862.9,-34857.7,73888,21520.1,-79165.2,61157.8,49943.8,-20244.9,-26640.7,-21152.2,-45562.1,19928.9,-86353,80309.7,-13560.2,76246.3,34969.9,-7869.67,-5672.24,-41513.7,-55116.9,-50785.8,15344.2,-39766.2,-74784,49888.6,-3968.9,-2826.85,-61502.8,71773.2,-73322.4,-41365.7,-63084.5,-99434.4,80154.4,-42249.7,61723.4,30098.1,37505.4,-64917.4,-91054.1,91943.3,55011.5,-77407.1,72253,-58548.7,98839.2,7222.91,33581.7,-6833.05,65709.3,78464.8,42381.2,-18946.5,-61301.5,67597.2,-69057.9,34729.6,-35229.7,-30560.7,6502.83,
